"Combined_Key","KeyOk","Address","Alt_Name","Beds","City","Country","County","COUNTYFIPS","Helipad","Id","Latitude","Longitude","NAICS_CODE","NAICS_DESC","Name","Objectid","Owner","Population","Source","Sourcedate","ST_FIPS","State","State Name","State_Id","Status","Telephone","Trauma","Ttl_Staff","Type","Val_Date","Val_Method","Website","Zip","Zip4"
"Greenville, South Carolina, US",,"729 Se Main St",,"43","Simpsonville","USA","Greenville","45045","Y","0002229681","34.7201856130001","-82.248230204","622110","General Medical And Surgical Hospitals","South Carolina","3230","Proprietary","43","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38782923","OPEN","(864) 454-6151",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.ghs.org/hillcrest","29681",
"Greenville, South Carolina, US",,"950 W Faris Rd",,"50","Greenville","USA","Greenville","45045","Y","0005829605","34.8172494940001","-82.413178097","622110","General Medical And Surgical Hospitals","South Carolina","3229","Non-Profit","50","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38783290","OPEN","(864) 255-7942",,,"CHILDREN","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.shrinershospitalsforchildren.org/Hospitals/Locations/Greenville.aspx","29605",
"Greenwood, South Carolina, US",,"1325 Spring St",,"354","Greenwood","USA","Greenwood","45047","N","0001529646","34.1756436160001","-82.1565781899999","622110","General Medical And Surgical Hospitals","South Carolina","6944","Government - Local","354","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38785285","OPEN","(864) 725-4111","LEVEL III",,"GENERAL ACUTE CARE","2013-10-02T00:00:00.000Z","IMAGERY/OTHER","http://www.selfregional.org","29646",
"Dorchester, South Carolina, US",,"136 Wilborn Ave",,"10","Ridgeville","USA","Dorchester","45035","N","0005529472","33.0853394640001","-80.290731363","622110","General Medical And Surgical Hospitals","South Carolina","3246","Government - State","10","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38785200","OPEN","(803) 896-3702",,,"GENERAL ACUTE CARE","2013-10-04T00:00:00.000Z","IMAGERY","http://www.doc.sc.gov/institutions/lieber.jsp","29472",
"Beaufort, South Carolina, US",,"955 Ribaut Rd",,"197","Beaufort","USA","Beaufort","45013","Y","0008129902","32.4173297730001","-80.687520971","622110","General Medical And Surgical Hospitals","South Carolina","288","Government - Local","197","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38783482","OPEN","(843) 522-5200","LEVEL III",,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.bmhsc.org","29902",
"Union, South Carolina, US",,"322 W South St","WALLACE THOMSON HOSPITAL","143","Union","USA","Union","45087","N","0006329379","34.7121601330001","-81.629300789","622110","General Medical And Surgical Hospitals","South Carolina","6251","Government - District/Authority","143","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38782553","OPEN","(864) 427-0351",,,"GENERAL ACUTE CARE","2013-10-03T00:00:00.000Z","IMAGERY/OTHER","http://www.wallacethomson.com","29379",
"Richland, South Carolina, US",,"5 Richland Medical Park Dr",,"649","Columbia","USA","Richland","45079","Y","0001429203","34.0286016480001","-81.0330541719999","622110","General Medical And Surgical Hospitals","South Carolina","283","Non-Profit","649","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38691461","OPEN","(803) 434-7000","LEVEL I",,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.palmettohealth.org","29203",
"Richland, South Carolina, US",,"400 Palmetto Health Pkwy",,"76","Columbia","USA","Richland","45079","Y","0010729212","34.0874379150001","-81.1600896259999","622110","General Medical And Surgical Hospitals","South Carolina","6985","Non-Profit","76","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina",,"OPEN","(803) 907-7011",,,"GENERAL ACUTE CARE","2016-10-27T00:00:00.000Z","IMAGERY","https://www.palmettohealth.org/locations-directions/hospitals/palmetto-health-baptist-parkridge","29212","1760"
"Florence, South Carolina, US",,"121 E Cedar St",,"66","Florence","USA","Florence","45041","N","0010629506","34.189017017","-79.764395583","622110","General Medical And Surgical Hospitals","South Carolina","6984","Proprietary","68","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina",,"OPEN","(843) 674-2500",,,"GENERAL ACUTE CARE","2016-10-21T00:00:00.000Z","IMAGERY/OTHER","http://www.carolinashospital.com/","29506","2576"
"Pickens, South Carolina, US",,"123 Wg Acker Dr",,"55","Pickens","USA","Pickens","45077","N","0009629671","34.8741442910001","-82.7071560109999","622110","General Medical And Surgical Hospitals","South Carolina","6983","Non-Profit","55","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38785752","OPEN","(864) 878-4791",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.cannonhospital.org","29671",
"Newberry, South Carolina, US",,"2669 Kinard St",,"90","Newberry","USA","Newberry","45071","Y","0007529108","34.290428352","-81.606423418","622110","General Medical And Surgical Hospitals","South Carolina","6982","Government - Local","90","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38782319","OPEN","(803) 276-7570",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY","http://www.newberryhospital.org","29108",
"Richland, South Carolina, US",,"6439 Garners Ferry Rd",,,"Columbia","USA","Richland","45079","N","0013829209","33.9751419310001","-80.9588998089999","622110","General Medical And Surgical Hospitals","South Carolina","4471","Government - Federal",,"https://www.va.gov/directory/guide/allstate.asp","2018-09-26T00:00:00.000Z","45","SC","South Carolina",,"OPEN","(803) 776-4000",,,"MILITARY","2015-05-26T00:00:00.000Z","IMAGERY/OTHER","http://www.columbiasc.va.gov/","29209",
"Richland, South Carolina, US",,"4344 Broad River Rd",,"24","Columbia","USA","Richland","45079","N","0005229210","34.073744117","-81.09822245","622110","General Medical And Surgical Hospitals","South Carolina","6981","Government - State","24","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38782785","OPEN","(803) 896-8567",,,"GENERAL ACUTE CARE","2013-10-04T00:00:00.000Z","IMAGERY","http://www.doc.sc.gov/institutions/brci.jsp","29210",
"Horry, South Carolina, US",,"4000 Hwy 9 E",,"50","Little River","USA","Horry","45051","Y","0010229566","33.865712235","-78.66354577","622110","General Medical And Surgical Hospitals","South Carolina","5214","Non-Profit","50","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","43690103","OPEN","(843) 390-8100",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.mcleodhealth.org/mcleod-seacoast/about-mcleod-seacoast.html","29566",
"Richland, South Carolina, US",,"7901 Farrow Rd","COLUMBIA REGIONAL CARE CENTER","145","Columbia","USA","Richland","45079","N","0003529203","34.0756098700001","-80.979600144","622110","General Medical And Surgical Hospitals","South Carolina","6980","Proprietary","145","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38780921","OPEN","(803) 935-0505",,,"GENERAL ACUTE CARE","2013-10-04T00:00:00.000Z","IMAGERY","http://www.correctcaresolutions.com/our-services/crcc/","29203",
"Richland, South Carolina, US",,"120 Gateway Corporate Blvd",,"74","Columbia","USA","Richland","45079","Y","0001129203","34.104167886","-80.9586357699999","622110","General Medical And Surgical Hospitals","South Carolina","6979","Non-Profit","74","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38784639","OPEN","(803) 865-4500",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY","http://www.providencehospitals.com/Providence_Hospital_Northeast","29203",
"Orangeburg, South Carolina, US",,"3000 Saint Matthews Rd",,"286","Orangeburg","USA","Orangeburg","45075","Y","0007929118","33.5402674520001","-80.830458172","622110","General Medical And Surgical Hospitals","South Carolina","284","Government - Local","286","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38783210","OPEN","(803) 395-2454","LEVEL III",,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.trmchealth.org","29118",
"Darlington, South Carolina, US",,"701 Cashua Ferry Rd",,"72","Darlington","USA","Darlington","45031","N","0000329532","34.3133305010001","-79.8398029539999","622110","General Medical And Surgical Hospitals","South Carolina","6977","Non-Profit","72","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38784053","OPEN","(843) 777-1100",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.mcleodhealth.org/mcleod-darlington/the-choice-for-medical-excellence.html","29532",
"Dillon, South Carolina, US",,"301 E Jackson St",,"79","Dillon","USA","Dillon","45033","Y","0001229536","34.4217105910001","-79.365532437","622110","General Medical And Surgical Hospitals","South Carolina","6976","Non-Profit","79","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38785134","OPEN","(843) 774-4111",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.mcleodhealth.org/mcleod-dillon/mcleod-health-dillon-has-a-strong-history-in-the-dillon-community.html","29536",
"Charleston, South Carolina, US",,"171 Moultrie St","MARY BENNETT MURRAY INFIRMARY - THE CITADEL","38","Charleston","USA","Charleston","45019","N","0009829409","32.795721267","-79.959673427","622110","General Medical And Surgical Hospitals","South Carolina","6973","Government - State","38","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38782754","OPEN","(843) 953-6847",,,"GENERAL ACUTE CARE","2013-10-03T00:00:00.000Z","IMAGERY","http://www.citadel.edu/root/infirmary-home","29409",
"Charleston, South Carolina, US",,"316 Calhoun St",,"368","Charleston","USA","Charleston","45019","Y","0006729401","32.782793918","-79.949276415","622110","General Medical And Surgical Hospitals","South Carolina","6968","Non-Profit","368","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38785221","OPEN","(843) 724-2901","LEVEL III",,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.ropersaintfrancis.com","29401",
"Charleston, South Carolina, US",,"9330 Medical Plaza Dr",,"313","N Charleston","USA","Charleston","45019","Y","0004129406","32.975962495","-80.0730751089999","622110","General Medical And Surgical Hospitals","South Carolina","6967","Proprietary","313","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38782423","OPEN","(843) 847-4100","LEVEL III",,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.tridenthealthsystem.com","29406",
"Allendale, South Carolina, US",,"1787 Allendale Fairfax Hwy",,"25","Fairfax","USA","Allendale","45005","Y","0004329827","32.9655431240001","-81.247956331","622110","General Medical And Surgical Hospitals","South Carolina","6966","Government - Local","25","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38781531","OPEN","(803) 632-3311",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.allendalecountyhospital.com/","29827",
"Anderson, South Carolina, US",,"800 N Fant St",,"423","Anderson","USA","Anderson","45007","Y","0000529621","34.511484239","-82.6464867509999","622110","General Medical And Surgical Hospitals","South Carolina","6965","Non-Profit","461","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38783542","OPEN","(864) 512-1109","LEVEL II",,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.anmedhealth.org","29621",
"Aiken, South Carolina, US",,"302 University Pkwy",,"245","Aiken","USA","Aiken","45003","Y","0006629801","33.571197892","-81.761802981","622110","General Medical And Surgical Hospitals","South Carolina","6964","Proprietary","245","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38783679","OPEN","(803) 641-5600",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY","http://www.aikenregional.com","29801",
"Clarendon, South Carolina, US",,"1578 Clarence Coker Hwy",,"8","Turbeville","USA","Clarendon","45027","N","0009929162","33.8878019370001","-80.081224758","622110","General Medical And Surgical Hospitals","South Carolina","6963","Government - State","8","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38785687","OPEN","(803) 896-3100",,,"GENERAL ACUTE CARE","2013-10-03T00:00:00.000Z","IMAGERY","http://www.doc.sc.gov/institutions/Turbeville.jsp","29162",
"York, South Carolina, US",,"222 S Herlong Ave",,"288","Rock Hill","USA","York","45091","Y","0001729732","34.956609449","-81.05177374","622110","General Medical And Surgical Hospitals","South Carolina","6962","Proprietary","288","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38782357","OPEN","(803) 329-1234","LEVEL III",,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.piedmontmedicalcenter.com","29732",
"Sumter, South Carolina, US",,"129 N Washington St",,"283","Sumter","USA","Sumter","45085","Y","0000829150","33.923611319","-80.3427210519999","622110","General Medical And Surgical Hospitals","South Carolina","6960","Non-Profit","283","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38782486","OPEN","(803) 774-9000",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.tuomey.com","29150",
"Spartanburg, South Carolina, US",,"101 E Wood St",,"540","Spartanburg","USA","Spartanburg","45083","Y","0007229303","34.9666004540001","-81.9394644929999","622110","General Medical And Surgical Hospitals","South Carolina","6959","Government - District/Authority","540","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38785325","OPEN","(864) 560-6000","LEVEL I",,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.spartanburgregional.com","29303",
"Spartanburg, South Carolina, US",,"1700 Skylyn Dr",,"207","Spartanburg","USA","Spartanburg","45083","Y","0000229307","34.9784081670001","-81.895519534","622110","General Medical And Surgical Hospitals","South Carolina","6958","Proprietary","207","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38783019","OPEN","(803) 573-3034",,,"GENERAL ACUTE CARE","2013-10-03T00:00:00.000Z","IMAGERY/OTHER","http://www.maryblackhealthsystem.com","29307",
"Horry, South Carolina, US",,"300 Singleton Ridge Rd",,"210","Conway","USA","Horry","45051","Y","0002829526","33.785521837","-79.001827808","622110","General Medical And Surgical Hospitals","South Carolina","6957","Non-Profit","210","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38781861","OPEN","(843) 347-8114","LEVEL III",,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.conwaymedicalcenter.com/","29526",
